,item_id,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,ND,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
0,,2019-08-18,146.13268966194968,2303.453857421875,4124.1337890625,12.968974179441824,14.040041386858212,0.5159219542014386,0.4778914498810721,1.1391494079205975,0.558530330657959,9.095147410940605,648.7559326469899,0.009433962264150943,2303.453897671774,0.1918238993710692,2654.5933536756784,0.5031446540880503
1,,2019-08-18,173.34362716194968,2555.363525390625,4754.9189453125,14.952575299724844,14.581586301428086,0.5510878028261775,1.0703486689814814,1.069596584488011,0.5374147295951843,9.301360227027292,733.5543765306472,0.018867924528301886,2555.3635053707985,0.20440251572327045,2852.565322271548,0.4779874213836478
2,,2019-08-18,155.03444378930817,2271.840576171875,3861.62109375,12.143462558962264,6.101396474413465,1.1709045273843222,2.7752198439378004,1.1679375606512874,0.5883126854896545,21.370881640204974,654.1669611543417,0.040880503144654086,2271.8406837573275,0.24842767295597484,2555.5386392282326,0.5
3,,2019-08-18,310.5912932389937,3674.274169921875,7552.94580078125,23.751401889249212,5.364013754887793,2.154043933711762,0.4701712141821395,1.0011927766619988,0.486469030380249,29.212714192626677,1097.8038961783052,0.009433962264150943,3674.273912663106,0.16981132075471697,3803.6379579685627,0.449685534591195
4,,2019-08-18,320.5378586871069,3786.97412109375,10084.5625,31.7124606918239,5.642528981426386,2.110529461246609,0.36333788480006807,0.8127148706208235,0.3755218982696533,20.231258751571428,1249.4130760148169,0.02830188679245283,3786.974100381136,0.25157232704402516,3171.878229427338,0.5723270440251572
5,,2019-08-18,402.0277122641509,4176.14599609375,11041.775390625,34.72256412146226,5.87151877550153,2.2366503593083404,0.49881112148087337,0.7981421512627752,0.3782132863998413,28.746507733271972,1369.3774988919495,0.04716981132075472,4176.146126963198,0.21069182389937108,3876.161772084003,0.5849056603773585
6,,2019-08-18,191.0762087264151,3175.37646484375,10041.0703125,31.575692806603772,8.419219254717783,1.1860316591320763,0.5741471752677996,0.5155431399555326,0.3162388503551483,9.603401280188752,1293.146527850628,0.15723270440251572,3175.376537114382,0.550314465408805,1869.9042892515658,0.839622641509434
7,,2019-08-18,167.37775157232704,2835.80419921875,6853.974609375,21.55337927476415,7.858864969398164,1.1347215281987988,1.4585244486651083,0.7740815360591097,0.4137459397315979,12.011682627386895,907.7409597575665,0.07861635220125786,2835.8039366151206,0.4559748427672956,2205.380847889185,0.7044025157232704
8,,2019-08-18,248.7856230345912,3443.9228515625,10540.2490234375,33.145437180621066,3.024863659788337,3.580308831127195,0.4695794803580058,0.5283563002100531,0.32674017548561096,34.16186753165707,1247.089145857096,0.09433962264150944,3443.92300482234,0.4339622641509434,2450.153822529316,0.7830188679245284
9,,2019-08-18,296.3540192610063,3626.2412109375,8699.4892578125,27.356884458529873,2.951148631417885,3.8640121771001437,0.4421191331816883,0.8270259833185928,0.4168338179588318,45.43329616147346,1140.892042133212,0.03773584905660377,3626.2413469953462,0.33647798742138363,3326.4993999525905,0.660377358490566
10,,2019-08-18,342.1965163128931,3742.419677734375,10071.166015625,31.670333382468552,3.080044919882693,3.8209232803122766,0.647207353699882,0.6920644892086772,0.3715974688529968,44.188700977597364,1292.1056472007185,0.08490566037735849,3742.419539688155,0.389937106918239,3121.666264300048,0.7075471698113207
11,,2019-08-18,208.8269948899371,3111.10302734375,7522.177734375,23.654646963443398,15.295497651734104,0.6396223958213653,0.46534314567660107,0.8624732059502752,0.4135907292366028,8.288888521846156,993.9734281718731,0.0220125786163522,3111.10314309597,0.20754716981132076,2989.5703661944253,0.5440251572327044
12,,2019-08-18,344.1039701257862,4524.62353515625,19609.048828125,61.663675560141506,20.305218781876913,0.7007250721877012,0.6358278561261744,0.4039225548318347,0.23074160516262054,6.033481097200187,2012.2567457795144,0.1918238993710692,4524.62336435914,0.5440251572327044,2413.5767992429437,0.889937106918239
13,,2019-08-18,241.28444378930817,3394.19384765625,10349.32421875,32.545044713050316,10.894134116797007,0.9797534566983647,0.8030439660904255,0.8286382327289701,0.32796284556388855,7.467347483711224,1251.914335861802,0.059748427672955975,3394.1936333328485,0.39308176100628933,2052.766304448992,0.7452830188679245
14,,2019-08-18,296.5150845125786,3714.3193359375,10571.923828125,33.245043484669814,7.548529943046582,1.5473541964074196,0.6846315833132239,0.7058460067653056,0.35133805871009827,13.157335036030611,1348.7873210906982,0.08176100628930817,3714.3194212168455,0.3238993710691824,2694.4410937145353,0.6792452830188679
15,,2019-08-18,511.4695852987421,5627.95068359375,15591.0712890625,49.02852606623428,7.351083018106086,2.4075307109058204,0.6420698477551828,0.5077704663546581,0.36097267270088196,18.758283046405374,2298.0096621751786,0.18867924528301888,5627.950669199228,0.4025157232704403,3722.5109505176542,0.6761006289308176
