,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
0,774.4747190917133,221069.18783569336,283714.34564971924,27.035862935936652,8.500527619251853,3.1980497058054724,2.4155656525709928,0.99830227868771,26.585855411010698,100256.47273989164,0.21736230226796266,221069.1903659721,0.6553268534400609,110383.01850753886,0.9161425576519916,27.829385891386703,1.029350753749949,0.7791963685496216,0.3533711787125166,0.7791963774680242,0.38906393067561157,143902.89387113418,0.5072104956187174,0.41614255765199165,
