,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
0,324.8822126583028,119757.27793884277,283714.34564971924,27.035862935936652,8.500527619251853,1.6835387796556978,0.6787456867431655,0.9572159156632101,21.94090945049322,38905.54055490063,0.09329140461215933,119757.2784165875,0.3998475319230036,108983.62156537981,0.649514008004574,18.024489248195156,0.666688142742306,0.4221051200798217,0.13712926805236128,0.4221051217637151,0.3841315155065641,89215.48017895599,0.3144553017742135,0.31650466933485805,
