,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
0,304.57372846216253,114901.52685546875,283714.34564971924,27.035862935936652,8.500527619251853,1.6567971259338041,0.7091431057049065,0.9266933050749983,22.399854695023517,37691.29983773464,0.058509624547360396,114901.5268191355,0.35020011435105775,107209.69190518104,0.6335048599199542,17.452040810809564,0.6455144728379257,0.4049901903703136,0.13284946783857468,0.4049901902422508,0.37787899536650427,86600.83952068373,0.3052395511491099,0.31116828663998475,
