,true_value
2018-02-05,19.24
2018-02-06,8.088
2018-02-07,11.798
2018-02-08,25.875
2018-02-09,28.249
2018-02-10,0.0
2018-02-11,18.581
2018-02-12,29.598
2018-02-13,32.356
2018-02-14,35.359
2018-02-15,32.612
2018-02-16,13.527
2018-02-17,6.042
2018-02-18,1.081
2018-02-19,0.0
2018-02-20,25.823
2018-02-21,26.39
2018-02-22,18.868
2018-02-23,13.662
2018-02-24,9.062
2018-02-25,8.209
2018-02-26,9.69
2018-02-27,6.346
2018-02-28,33.713
2018-03-01,31.093
2018-03-02,27.214
2018-03-03,6.558
2018-03-04,0.0
2018-03-05,10.54
2018-03-06,14.03
2018-03-07,29.66
2018-03-08,21.099
2018-03-09,25.234
2018-03-10,8.637
2018-03-11,1.184
2018-03-12,18.926
2018-03-13,14.703
2018-03-14,22.899
2018-03-15,26.06
2018-03-16,12.102
2018-03-17,28.754
2018-03-18,16.89
2018-03-19,17.782
2018-03-20,0.0
2018-03-21,35.601
2018-03-22,3.847
2018-03-23,30.54
2018-03-24,2.0
2018-03-25,21.494
2018-03-26,19.031
2018-03-27,16.315
2018-03-28,32.055
2018-03-29,17.039
2018-03-30,16.804
2018-03-31,24.316
2018-04-01,4.572
2018-04-02,20.834
2018-04-03,12.039
2018-04-04,22.111
2018-04-05,48.718
2018-04-06,12.849
2018-04-07,21.037
2018-04-08,16.023
2018-04-09,9.453
2018-04-10,7.658
2018-04-11,16.428
2018-04-12,23.52
2018-04-13,22.764
2018-04-14,12.714
2018-04-15,5.6
2018-04-16,13.886
2018-04-17,14.794
2018-04-18,19.485
2018-04-19,29.166
2018-04-20,35.802
2018-04-21,20.844
2018-04-22,0.0
2018-04-23,20.388
2018-04-24,32.339
2018-04-25,8.397
2018-04-26,26.525
2018-04-27,12.768
2018-04-28,20.293
2018-04-29,12.501
2018-04-30,28.804
2018-05-01,27.218
2018-05-02,17.085
2018-05-03,11.331
2018-05-04,13.227
2018-05-05,8.104
2018-05-06,0.0
2018-05-07,15.124
2018-05-08,5.732
2018-05-09,24.458
2018-05-10,13.236
2018-05-11,15.061
2018-05-12,7.993
2018-05-13,8.621
2018-05-14,36.47
2018-05-15,22.132
2018-05-16,25.409
2018-05-17,45.337
2018-05-18,39.304
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,12.581
2018-05-22,10.709
2018-05-23,58.718
2018-05-24,11.321
2018-05-25,32.317
2018-05-26,23.086
2018-05-27,0.0
2018-05-28,62.629
2018-05-29,19.9
2018-05-30,25.043
2018-05-31,36.968
2018-06-01,14.118
2018-06-02,15.568
2018-06-03,18.097
2018-06-04,27.614
2018-06-05,20.604
2018-06-06,15.144
2018-06-07,3.812
2018-06-08,20.005
2018-06-09,21.157
2018-06-10,8.32
2018-06-11,16.864
2018-06-12,13.131
2018-06-13,0.0
2018-06-14,10.006
2018-06-15,34.526
2018-06-16,14.113
2018-06-17,10.467
2018-06-18,19.49
2018-06-19,18.324
2018-06-20,35.155
2018-06-21,11.147
2018-06-22,45.579
2018-06-23,32.924
2018-06-24,8.769
2018-06-25,28.619
2018-06-26,20.393
2018-06-27,41.821
2018-06-28,16.249
2018-06-29,36.222
2018-06-30,12.481
2018-07-01,3.203
2018-07-02,10.064
2018-07-03,18.493
2018-07-04,12.069
2018-07-05,9.912
2018-07-06,15.724
2018-07-07,17.85
2018-07-08,0.0
2018-07-09,26.576
2018-07-10,20.964
2018-07-11,17.374
2018-07-12,8.06
2018-07-13,25.397
2018-07-14,24.031
2018-07-15,7.422
2018-07-16,5.163
2018-07-17,24.516
2018-07-18,4.088
2018-07-19,10.225
2018-07-20,8.395
2018-07-21,9.35
2018-07-22,0.0
2018-07-23,19.039
2018-07-24,5.068
2018-07-25,35.835
2018-07-26,6.211
2018-07-27,11.446
2018-07-28,18.203
2018-07-29,0.0
2018-07-30,23.575
2018-07-31,14.083
2018-08-01,19.516
2018-08-02,23.496
2018-08-03,25.34
2018-08-04,0.0
2018-08-05,0.0
2018-08-06,36.63
2018-08-07,0.0
2018-08-08,18.781
2018-08-09,26.187
2018-08-10,29.208
2018-08-11,1.879
2018-08-12,32.039
2018-08-13,13.198
2018-08-14,17.369
2018-08-15,9.724
2018-08-16,11.612
2018-08-17,16.375
2018-08-18,3.946
2018-08-19,0.0
2018-08-20,20.645
2018-08-21,45.788
2018-08-22,19.674
2018-08-23,24.152
2018-08-24,9.39
2018-08-25,0.0
2018-08-26,3.744
2018-08-27,45.423
2018-08-28,20.037
2018-08-29,33.827
2018-08-30,36.322
2018-08-31,4.261
2018-09-01,18.724
2018-09-02,0.0
2018-09-03,8.115
2018-09-04,20.33
2018-09-05,5.875
2018-09-06,12.042
2018-09-07,28.684
2018-09-08,2.705
2018-09-09,11.082
2018-09-10,25.751
2018-09-11,16.47
2018-09-12,48.787
2018-09-13,20.539
2018-09-14,14.288
2018-09-15,6.481
2018-09-16,7.847
2018-09-17,21.357
2018-09-18,0.0
2018-09-19,18.854
2018-09-20,18.711
2018-09-21,21.319
2018-09-22,34.608
2018-09-23,0.0
2018-09-24,27.175
2018-09-25,21.903
2018-09-26,11.008
2018-09-27,0.0
2018-09-28,0.0
2018-09-29,7.593
2018-09-30,17.365
2018-10-01,44.621
2018-10-02,7.694
2018-10-03,37.616
2018-10-04,19.089
2018-10-05,17.227
2018-10-06,24.279
2018-10-07,25.543
2018-10-08,12.224
2018-10-09,33.05
2018-10-10,22.755
2018-10-11,30.968
2018-10-12,2.378
2018-10-13,19.022
2018-10-14,15.069
2018-10-15,6.105
2018-10-16,23.904
2018-10-17,16.643
2018-10-18,31.49
2018-10-19,11.559
2018-10-20,9.269
2018-10-21,0.0
2018-10-22,25.237
2018-10-23,19.528
2018-10-24,37.058
2018-10-25,21.494
2018-10-26,7.182
2018-10-27,2.777
2018-10-28,15.378
2018-10-29,18.297
2018-10-30,4.813
2018-10-31,17.223
2018-11-01,21.841
2018-11-02,24.783
2018-11-03,19.169
2018-11-04,10.059
2018-11-05,28.582
2018-11-06,31.513
2018-11-07,13.632
2018-11-08,21.311
2018-11-09,16.062
2018-11-10,28.87
2018-11-11,8.485
2018-11-12,37.759
2018-11-13,18.62
2018-11-14,36.985
2018-11-15,34.726
2018-11-16,30.787
2018-11-17,11.252
2018-11-18,3.197
2018-11-19,23.403
2018-11-20,10.815
2018-11-21,9.365
2018-11-22,0.0
2018-11-23,15.148
2018-11-24,13.556
2018-11-25,8.359
2018-11-26,14.559
2018-11-27,24.366
2018-11-28,27.664
2018-11-29,41.853
2018-11-30,42.096
2018-12-01,11.459
2018-12-02,10.61
2018-12-03,0.0
2018-12-04,19.363
2018-12-05,25.263
2018-12-06,15.172
2018-12-07,21.177
2018-12-08,12.61
2018-12-09,0.0
2018-12-10,46.77
2018-12-11,33.069
2018-12-12,25.952
2018-12-13,45.081
2018-12-14,28.887
2018-12-15,15.792
2018-12-16,7.329
2018-12-17,29.526
2018-12-18,54.559
2018-12-19,32.71
2018-12-20,43.304
2018-12-21,20.448
2018-12-22,21.192
2018-12-23,8.971
2018-12-24,10.592
2018-12-25,0.0
2018-12-26,3.238
2018-12-27,22.227
2018-12-28,11.467
2018-12-29,16.766
2018-12-30,13.721
2018-12-31,19.25
2019-01-01,11.515
2019-01-02,12.38
2019-01-03,32.928
2019-01-04,16.144
2019-01-05,43.11
2019-01-06,9.444
2019-01-07,16.4
2019-01-08,12.826
2019-01-09,40.128
2019-01-10,24.211
2019-01-11,48.694
2019-01-12,14.208
2019-01-13,27.373
2019-01-14,16.734
2019-01-15,20.799
2019-01-16,35.136
2019-01-17,23.101
2019-01-18,23.626
2019-01-19,7.827
2019-01-20,12.071
2019-01-21,11.554
2019-01-22,22.03
2019-01-23,20.973
2019-01-24,18.826
2019-01-25,31.162
2019-01-26,26.334
2019-01-27,24.637
2019-01-28,43.997
2019-01-29,31.002
2019-01-30,23.481
2019-01-31,49.587
2019-02-01,25.05
2019-02-02,0.0
2019-02-03,0.0
2019-02-04,24.985
2019-02-05,23.614
2019-02-06,24.947
2019-02-07,35.394
2019-02-08,26.184
2019-02-09,19.872
2019-02-10,17.014
2019-02-11,38.8
2019-02-12,26.0
2019-02-13,25.308
2019-02-14,23.985
2019-02-15,13.257
2019-02-16,10.467
2019-02-17,9.044
2019-02-18,16.408
2019-02-19,21.231
2019-02-20,23.283
2019-02-21,51.948
2019-02-22,27.617
2019-02-23,29.533
2019-02-24,3.807
2019-02-25,15.915
2019-02-26,36.705
2019-02-27,37.516
2019-02-28,36.086
2019-03-01,26.966
2019-03-02,25.333
2019-03-03,6.3
2019-03-04,49.016
2019-03-05,20.592
2019-03-06,22.348
2019-03-07,21.805
2019-03-08,26.63
2019-03-09,36.064
2019-03-10,11.744
2019-03-11,33.755
2019-03-12,29.817
2019-03-13,24.094
2019-03-14,30.396
2019-03-15,33.302
2019-03-16,5.556
2019-03-17,23.641
2019-03-18,37.22
2019-03-19,28.29
2019-03-20,28.571
2019-03-21,19.686
2019-03-22,22.338
2019-03-23,10.909
2019-03-24,7.729
2019-03-25,23.748
2019-03-26,19.891
2019-03-27,14.334
2019-03-28,30.928
2019-03-29,19.592
2019-03-30,6.224
2019-03-31,15.85
2019-04-01,57.022
2019-04-02,32.213
2019-04-03,33.956
2019-04-04,50.605
2019-04-05,25.538
2019-04-06,21.104
2019-04-07,12.386
2019-04-08,27.298
2019-04-09,50.424
2019-04-10,26.402
2019-04-11,16.383
2019-04-12,30.311
2019-04-13,10.976
2019-04-14,8.527
2019-04-15,17.761
2019-04-16,13.577
2019-04-17,18.166
2019-04-18,26.897
2019-04-19,22.076
2019-04-20,25.48
2019-04-21,7.349
2019-04-22,48.714
2019-04-23,18.164
2019-04-24,23.4
2019-04-25,21.744
2019-04-26,41.157
2019-04-27,7.013
2019-04-28,15.143
2019-04-29,55.019
2019-04-30,48.678
2019-05-01,20.056
2019-05-02,23.006
2019-05-03,34.215
2019-05-04,13.237
2019-05-05,28.898
2019-05-06,38.148
2019-05-07,12.683
2019-05-08,13.275
2019-05-09,7.312
2019-05-10,31.615
2019-05-11,20.602
2019-05-12,5.732
2019-05-13,25.605
2019-05-14,17.697
2019-05-15,13.126
2019-05-16,12.795
2019-05-17,39.994
2019-05-18,6.209
2019-05-19,8.127
2019-05-20,44.883
2019-05-21,38.757
2019-05-22,20.275
2019-05-23,33.852
2019-05-24,21.177
2019-05-25,17.834
2019-05-26,0.0
2019-05-27,0.0
2019-05-28,30.499
2019-05-29,27.628
2019-05-30,34.665
2019-05-31,12.997
2019-06-01,4.378
2019-06-02,8.311
2019-06-03,25.288
2019-06-04,33.267
2019-06-05,19.383
2019-06-06,34.585
2019-06-07,44.256
2019-06-08,32.734
2019-06-09,52.453
2019-06-10,29.605
2019-06-11,17.383
2019-06-12,34.435
2019-06-13,36.329
2019-06-14,37.525
2019-06-15,0.0
2019-06-16,6.543
2019-06-17,16.754
2019-06-18,39.714
2019-06-19,14.616
2019-06-20,25.893
2019-06-21,37.854
2019-06-22,12.332
2019-06-23,14.163
2019-06-24,21.374
2019-06-25,38.576
2019-06-26,40.578
2019-06-27,7.087
2019-06-28,26.99
2019-06-29,27.117
2019-06-30,0.0
2019-07-01,26.238
2019-07-02,25.083
2019-07-03,29.206
2019-07-04,0.0
2019-07-05,3.58
2019-07-06,17.116
2019-07-07,0.0
2019-07-08,29.279
2019-07-09,24.211
2019-07-10,19.709
2019-07-11,49.966
2019-07-12,30.408
2019-07-13,47.467
2019-07-14,0.0
2019-07-15,44.214
2019-07-16,28.434
2019-07-17,42.81
2019-07-18,21.879
2019-07-19,24.817
2019-07-20,15.052
2019-07-21,0.0
2019-07-22,25.667
2019-07-23,19.621
2019-07-24,42.903
2019-07-25,26.897
2019-07-26,27.278
2019-07-27,18.894
2019-07-28,12.807
2019-07-29,23.834
2019-07-30,23.66
2019-07-31,14.8
2019-08-01,24.072
2019-08-02,31.386
2019-08-03,2.434
2019-08-04,13.807
2019-08-05,7.307
2019-08-06,23.042
2019-08-07,29.558
2019-08-08,37.762
2019-08-09,40.009
2019-08-10,8.291
2019-08-11,0.0
2019-08-12,22.903
2019-08-13,38.678
2019-08-14,31.235
2019-08-15,13.354
2019-08-16,4.26
2019-08-17,10.018
2019-08-18,16.02
2019-08-19,14.352
2019-08-20,6.36
2019-08-21,20.237
2019-08-22,23.618
2019-08-23,26.059
2019-08-24,3.9
2019-08-25,0.0
2019-08-26,19.03
2019-08-27,20.431
2019-08-28,29.223
2019-08-29,16.96
2019-08-30,11.317
2019-08-31,6.98
2019-09-01,9.789
2019-09-02,9.809
2019-09-03,9.167
2019-09-04,27.657
2019-09-05,6.842
2019-09-06,28.247
2019-09-07,16.422
2019-09-08,2.162
2019-09-09,34.844
2019-09-10,27.177
2019-09-11,92.787
2019-09-12,0.0
2019-09-13,43.292
2019-09-14,36.225
2019-09-15,5.463
2019-09-16,32.757
2019-09-17,27.345
2019-09-18,4.712
2019-09-19,43.705
2019-09-20,39.608
2019-09-21,19.344
2019-09-22,4.063
2019-09-23,31.044
2019-09-24,0.0
2019-09-25,24.033
2019-09-26,65.974
2019-09-27,0.0
2019-09-28,15.615
2019-09-29,12.281
2019-09-30,10.981
2019-10-01,7.407
2019-10-02,34.64
2019-10-03,13.241
2019-10-04,26.177
2019-10-05,22.86
2019-10-06,5.402
2019-10-07,31.468
2019-10-08,7.142
2019-10-09,17.567
2019-10-10,25.145
2019-10-11,30.73
2019-10-12,2.493
2019-10-13,37.071
2019-10-14,5.253
2019-10-15,23.776
2019-10-16,35.397
2019-10-17,23.803
2019-10-18,26.687
2019-10-19,11.354
2019-10-20,18.98
2019-10-21,6.769
2019-10-22,9.219
2019-10-23,23.131
2019-10-24,31.784
2019-10-25,9.593
2019-10-26,3.658
2019-10-27,8.125
2019-10-28,26.259
2019-10-29,53.628
2019-10-30,13.964
2019-10-31,4.661
2019-11-01,33.981
2019-11-02,32.224
2019-11-03,5.883
2019-11-04,29.804
2019-11-05,6.753
2019-11-06,16.316
2019-11-07,18.846
2019-11-08,36.595
2019-11-09,14.444
2019-11-10,15.563
2019-11-11,22.689
2019-11-12,14.681
2019-11-13,17.183
2019-11-14,34.609
2019-11-15,19.21
2019-11-16,11.312
2019-11-17,13.906
2019-11-18,19.887
2019-11-19,25.397
2019-11-20,31.107
2019-11-21,23.175
2019-11-22,5.684
2019-11-23,21.953
2019-11-24,9.857
2019-11-25,14.819
2019-11-26,31.714
2019-11-27,22.96
2019-11-28,0.0
2019-11-29,24.841
2019-11-30,12.43
2019-12-01,0.0
2019-12-02,21.019
2019-12-03,6.74
2019-12-04,9.614
2019-12-05,29.424
2019-12-06,15.468
2019-12-07,6.726
2019-12-08,14.081
2019-12-09,34.257
2019-12-10,39.214
2019-12-11,21.356
2019-12-12,17.019
2019-12-13,8.55
2019-12-14,15.506
2019-12-15,19.147
2019-12-16,31.749
2019-12-17,51.677
2019-12-18,43.757
2019-12-19,16.114
2019-12-20,25.341
2019-12-21,0.0
2019-12-22,18.656
2019-12-23,17.17
2019-12-24,26.746
2019-12-25,0.0
2019-12-26,14.262
2019-12-27,2.447
2019-12-28,0.0
2019-12-29,7.919
2019-12-30,0.0
2019-12-31,0.0
2020-01-01,0.0
2020-01-02,26.958
2020-01-03,11.725
2020-01-04,9.221
2020-01-05,0.0
2020-01-06,37.539
2020-01-07,30.693
2020-01-08,10.833
2020-01-09,42.164
2020-01-10,36.84
2020-01-11,14.196
2020-01-12,11.543
2020-01-13,24.403
2020-01-14,43.064
2020-01-15,58.999
2020-01-16,21.354
2020-01-17,29.624
2020-01-18,5.242
2020-01-19,17.495
2020-01-20,13.725
2020-01-21,39.306
2020-01-22,18.483
2020-01-23,30.729
2020-01-24,23.052
2020-01-25,15.863
2020-01-26,10.018
2020-01-27,28.62
2020-01-28,8.171
2020-01-29,9.762
2020-01-30,30.411
2020-01-31,32.127
2020-02-01,14.784
2020-02-02,0.0
2020-02-03,34.637
2020-02-04,40.528
2020-02-05,10.268
2020-02-06,28.0
2020-02-07,25.153
2020-02-08,17.781
2020-02-09,12.024
2020-02-10,10.757
2020-02-11,42.803
2020-02-12,26.461
2020-02-13,25.748
2020-02-14,10.674
2020-02-15,12.728
2020-02-16,18.1
2020-02-17,19.853
2020-02-18,17.724
2020-02-19,10.243
2020-02-20,26.497
2020-02-21,15.868
2020-02-22,13.743
2020-02-23,0.0
2020-02-24,14.091
2020-02-25,8.92
2020-02-26,37.311
2020-02-27,26.033
2020-02-28,24.585
2020-02-29,12.733
2020-03-01,17.284
2020-03-02,26.344
2020-03-03,6.644
2020-03-04,12.999
2020-03-05,13.285
2020-03-06,12.302
2020-03-07,8.359
2020-03-08,0.0
2020-03-09,9.468
2020-03-10,33.879
2020-03-11,19.119
2020-03-12,6.93
2020-03-13,10.307
2020-03-14,3.671
2020-03-15,0.0
2020-03-16,0.0
2020-03-17,41.825
2020-03-18,0.0
2020-03-19,11.166
2020-03-20,0.0
2020-03-21,0.0
2020-03-22,0.0
2020-03-23,0.0
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-28,0.0
2020-03-29,0.0
2020-03-30,4.626
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-04,0.0
2020-04-05,0.0
2020-04-06,0.0
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,0.0
2020-04-10,0.0
2020-04-11,0.0
2020-04-12,0.0
2020-04-13,0.0
2020-04-14,0.0
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,0.0
2020-04-18,0.0
2020-04-19,0.0
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-25,0.0
2020-04-26,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,12.573
2020-05-01,0.0
2020-05-02,0.0
2020-05-03,0.0
2020-05-04,0.0
2020-05-05,0.0
2020-05-06,0.0
2020-05-07,0.0
2020-05-08,0.0
2020-05-09,0.0
2020-05-10,0.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,0.0
2020-05-15,0.0
2020-05-16,0.0
2020-05-17,0.0
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-23,0.0
2020-05-24,0.0
2020-05-25,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-05-30,0.0
2020-05-31,0.0
2020-06-01,16.07
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,0.0
2020-06-05,0.0
2020-06-06,0.0
2020-06-07,0.0
2020-06-08,0.0
2020-06-09,9.976
2020-06-10,0.0
2020-06-11,0.0
2020-06-12,0.0
2020-06-13,0.0
2020-06-14,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,0.0
2020-06-18,0.0
2020-06-19,0.0
2020-06-20,0.0
2020-06-21,0.0
2020-06-22,0.0
2020-06-23,0.0
2020-06-24,0.0
2020-06-25,0.0
2020-06-26,0.0
2020-06-27,1.133
2020-06-28,0.0
2020-06-29,0.0
2020-06-30,0.969
