,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,43.97391,13.103165,35.308796,4.2016006,4.425778,49.375946,14.367895,16.239204,17.0777,-48.41349,-2.1560402,6.2037597,39.30673,25.601402,3.2919338,17.404913,26.773262,14.867949,38.603638,13.01322,19.829966,19.223406,17.729727,24.349,-19.213036,-17.8827,35.34687,-33.71111,31.493366,5.2507296,-21.912155,-1.1400467,-32.52155,29.229544,10.969197,15.922461,10.31071,13.742642,10.625022,42.601845,57.355007,37.825016,-24.488934,6.6560163,6.1459985,13.590656,11.317619,0.70266026,14.1048565,18.166906,12.959951,-0.978719,-16.345594,33.21398,7.992845,7.5203857,-91.27843,19.475271,-125.626976,9.92371,53.378002,11.046947,25.34392,-25.039778,19.029518,14.9370985,4.539721,11.485102,13.731856,3.4230118,-25.273535,34.452957,4.6132493,11.088646,11.550663,13.71184,-2.8920698,-14.024669,6.943062,-6.97387,8.365066,14.5603485,11.161306,26.842812,11.847938,9.881866,14.416142,9.847052,21.497091,37.74494,29.846548,12.826885,-15.660765,6.062179,2.6543405,21.954218,27.55041,2.9188983,29.98342,15.989192
1,28.042992,52.080093,2.8944516,-5.680483,-1.4726932,10.9983835,-9.112672,10.150981,20.290487,35.383633,39.597286,18.747604,10.473295,13.5831585,13.843112,24.561852,5.970681,20.05072,27.664537,24.877617,9.720077,4.086526,10.654252,14.913664,30.964077,24.683392,26.536215,27.232922,-45.34365,4.4308534,42.951614,-4.1377473,18.160122,15.233014,27.53576,-1.3803596,30.120703,10.845928,-8.12858,7.162064,19.27082,28.92862,18.999638,11.376209,20.705572,8.898053,13.294352,16.012291,17.743053,25.741577,-2.4525251,10.256813,10.648694,10.254528,76.47177,5.3911285,28.73972,48.43213,13.0832815,30.71813,57.683372,21.456121,9.803744,0.7596759,6.4239335,25.29986,32.128735,35.396652,0.0021125881,14.816288,17.586239,42.828922,-0.6552818,14.538517,28.828102,17.69752,9.744589,29.002863,8.354028,36.03689,31.218658,23.475325,28.377645,22.031523,0.2824786,51.136246,20.713688,18.531511,24.204737,8.70707,21.599686,3.5657728,20.060205,33.87121,28.183004,27.155506,28.907833,22.044666,27.797867,27.732483
2,35.123123,-16.939775,15.352907,18.746511,16.918758,19.843134,27.769083,15.780524,11.914094,22.267368,13.450983,43.624863,23.840523,19.077877,20.884132,34.853565,-0.86309046,21.603676,31.232492,29.617165,22.361074,34.557262,21.838793,6.2203984,34.853104,29.9684,20.604097,48.161606,14.74832,11.483148,20.330637,19.400599,21.802706,26.2032,26.677052,27.279188,38.88648,32.77733,44.747852,27.681248,21.719788,27.407475,35.650925,30.18049,18.416037,36.279613,26.243135,35.87773,32.265884,17.617651,10.283905,20.659283,15.778039,2.4293444,-35.933193,19.344784,33.077534,21.83864,32.439884,46.58533,21.199831,24.339151,30.706575,20.379816,31.128443,12.194139,16.718115,6.420578,40.206406,12.748347,42.983418,15.774526,27.757744,40.372612,27.825003,10.673866,27.349403,33.408333,40.44078,39.682796,1.2090759,22.21908,58.219704,81.35053,24.27776,35.891518,23.95147,21.983326,25.50221,27.043356,15.5630665,29.177116,33.05468,22.089098,-24.213299,35.421158,18.608223,29.78753,15.020412,26.48483
3,22.693573,21.988247,31.725803,15.414765,24.72772,18.622429,14.0453,10.805089,-0.52402145,14.869482,17.651226,7.8052177,21.168995,12.991989,37.844437,-16.87102,165.863,10.335976,4.0266166,22.33653,1.8038664,33.58995,13.718457,2.576051,19.663948,14.890403,34.862682,13.602586,6.4047675,-3.6932912,1.2300847,31.591675,7.3495765,16.638111,-5.3343616,12.060289,14.429511,2.7125752,5.486043,17.968895,9.541312,12.537695,11.347691,8.6795,26.030493,12.526574,32.12241,14.356137,31.695972,14.935948,-3.200217,13.919469,-39.56667,15.033547,3.1309977,21.300951,9.132138,37.98056,45.70103,10.45314,16.33353,15.83418,32.160023,14.367609,19.729584,-7.7080507,-5.6560388,3.537479,26.89503,17.927942,42.23654,5.1197276,16.210142,15.555218,11.495908,5.105415,22.205008,21.391586,8.46083,10.444478,-3.1594052,17.811563,16.895061,25.598034,4.229384,27.57587,4.6629148,18.03399,-16.68791,45.629803,18.900202,36.85011,23.682356,17.792273,14.266414,14.796173,12.802088,14.188139,11.749959,16.837603
4,-12.762201,76.04995,53.16219,18.595245,43.961117,23.363556,45.622334,14.477927,34.29562,37.656548,28.236807,48.635197,22.159317,38.138367,28.72519,33.45763,52.98942,27.662773,31.818674,22.439735,42.304173,32.971416,27.20172,43.140972,3.4461505,-14.248158,81.340164,16.153793,-3.4951975,42.693256,26.594206,21.939274,-7.877284,15.01882,17.273502,-12.052982,6.2058916,32.852505,-8.282777,57.251343,31.242512,29.628815,50.16169,20.111027,5.060974,80.57444,15.498004,33.6733,38.25747,21.392668,38.599236,19.87153,25.11544,8.4518175,45.67391,24.670036,21.578905,25.878738,55.581024,34.629684,26.641981,23.437843,33.164513,49.68016,16.382923,4.7801785,25.272991,14.940514,25.097424,61.698105,2.1763155,5.697175,29.236904,20.113787,41.685043,22.707537,15.981409,43.252743,17.071938,124.5098,14.159848,15.971672,30.751892,23.238564,18.280745,33.83645,32.259,21.537268,30.968302,32.65379,10.329718,27.111845,43.263233,5.9659595,-1.5685362,28.094296,30.39667,25.021345,51.224804,23.128284
5,23.021023,19.738356,24.46412,21.997969,24.323982,29.738287,21.03215,14.364157,12.5185375,27.732557,33.1093,27.011276,19.089758,16.265972,28.41566,22.000826,12.78256,41.53007,9.53481,16.819326,21.022472,23.257227,20.79361,14.869641,20.275728,21.310452,20.249346,12.137645,36.967274,21.798637,22.82827,13.612899,16.316322,23.580627,25.906342,23.448215,24.457533,27.387882,22.143135,17.17226,15.1726675,26.22342,26.621714,26.057802,22.589264,26.052896,22.055267,22.04314,20.261244,30.371813,16.836521,18.004946,24.112354,25.676888,-20.439644,18.642694,23.508411,20.157026,21.145683,28.35665,25.647324,22.623451,21.20669,20.820162,19.269342,19.462217,23.440592,23.636988,23.67262,17.906897,28.875532,14.257876,15.693852,20.579884,24.811829,16.265152,20.308363,15.191231,28.085949,21.369888,25.598171,25.41434,20.18607,16.23506,19.332752,19.709599,21.637785,19.445492,14.213766,19.764774,25.168428,19.972116,29.574875,41.36009,23.907202,16.971582,25.3045,26.568338,22.0737,22.49692
6,24.862103,24.973253,28.289219,-5.1459875,-21.43414,21.849026,21.490847,18.348461,24.632847,18.91451,19.37705,17.586897,17.510576,24.234774,38.1898,14.973767,70.64156,-2.8206873,22.416283,2.9010384,27.54181,23.451077,-10.948482,27.374117,24.859968,21.446476,23.225584,33.84403,47.19076,25.851208,17.87875,25.091215,16.036629,-8.962455,47.67112,28.85707,26.790962,13.660936,17.081686,41.601852,57.999588,26.957584,45.38686,22.448505,28.569958,9.157972,44.70748,8.943389,-7.423885,9.261416,39.870163,50.779232,29.505028,26.68846,36.503757,21.911068,25.697927,30.686111,26.677246,32.452534,25.625788,18.149332,28.690954,29.419409,32.860405,33.770298,40.789288,17.60049,30.353634,21.481558,20.382257,18.851639,29.415846,35.358147,38.7374,21.550005,33.95439,34.415142,13.771782,12.596333,-16.38399,18.019123,30.773212,30.3205,4.2674766,22.098469,12.640344,31.297935,21.918701,31.928553,27.10871,34.626972,19.709396,-0.30352104,29.303522,27.295904,32.99968,4.8515787,21.305094,18.554102
7,83.085686,74.64067,96.548256,17.277536,70.90977,25.41712,-43.489807,-0.8481853,-4.266224,42.623833,-39.17408,-17.05324,72.27513,283.7928,95.08919,-43.518105,-20.205385,29.887245,-23.744503,111.89257,54.422832,-5.6023026,36.285923,12.826969,31.650537,-19.321386,54.6162,16.556723,25.113827,37.70956,47.461075,-3.694186,30.320833,14.757985,74.96463,-18.743221,51.18442,-135.95894,28.473145,52.1106,149.17206,-55.057384,33.35369,-123.36451,7.0137286,6.557201,-31.75432,26.717134,24.332478,2.2511873,37.98732,21.18785,23.547703,16.086758,-19.455671,18.200026,4.522955,-55.06508,31.936665,56.565426,-72.56885,42.9262,-34.959602,-225.49422,-9.345126,25.80676,-8.01116,145.74927,27.344765,13.982331,-27.428034,26.305767,113.01484,18.443539,26.726387,31.06635,-14.086622,45.571873,-9.110449,30.393568,-9.808421,28.544527,6.2737737,-12.980172,8.547415,38.974968,10.643102,29.11494,180.20416,-9.368419,16.632866,-52.956852,-14.783528,-150.30386,-15.305456,49.92457,-23.191984,-6.290261,30.977146,35.921608
8,8.615943,30.144157,1.9158591,26.287622,18.137018,39.310608,19.787262,17.614668,29.387684,-38.002365,37.497368,-1.3864444,62.969994,27.697277,73.523155,37.28748,39.097874,20.800123,30.362087,41.453217,26.15895,41.60084,34.062428,33.507504,34.945877,37.638832,17.4202,36.883766,16.54821,41.531887,37.35612,5.0984693,45.40695,7.7686095,40.324562,80.081116,-11.022896,31.023031,21.873123,55.89962,24.543568,19.991747,2.607227,9.991722,33.087456,-61.517868,28.83391,11.437979,-12.544922,14.580655,37.783997,27.14108,7.985571,22.976244,5.553763,28.020239,44.16171,30.139772,24.285688,50.381496,33.377865,9.636094,-6.852329,38.434055,-0.56312716,41.0499,29.984734,-17.63276,19.723616,18.778328,25.6018,16.55638,27.760086,25.76795,50.260796,19.310726,35.774185,27.535774,-16.643913,3.743708,69.79725,15.055316,18.178656,-7.195688,35.342533,28.382385,37.413544,35.870144,18.268524,36.67775,22.246492,28.556046,14.728724,17.019495,68.02792,-25.8982,28.966322,30.413975,27.690134,18.089489
9,34.79147,30.897987,28.04314,17.872469,11.52943,46.144722,33.798378,9.06094,-30.165428,17.028545,14.620542,26.297115,46.763657,39.282494,37.54889,16.255669,20.812939,1.7306591,6.6898966,18.66538,-3.7104542,17.399347,7.0480876,2.4524605,7.7170057,-4.051542,27.850956,-2.1421416,36.99512,7.954496,29.389494,13.395622,10.596182,28.419218,12.544555,45.530304,23.099663,39.652325,15.600071,18.479225,35.93228,-4.117118,33.926334,21.356068,18.325768,17.314602,-23.616043,40.183052,19.207487,20.809765,30.58738,17.284119,51.357098,2.96588,28.585787,31.040014,13.064449,9.103033,15.624416,10.08206,-7.706268,51.778748,28.96736,19.197844,43.332035,17.95967,10.9076805,30.438864,-6.432811,17.044022,-9.861027,21.058699,29.8648,20.161226,6.2502494,26.940731,17.157875,11.7291,27.753107,36.60094,4.339544,71.43046,14.348434,7.00948,25.559586,18.492476,17.488544,28.17052,17.67349,16.386501,34.60592,18.552391,17.212435,18.863853,10.118428,28.742163,34.28264,45.657436,20.889475,28.685387
