,item_id,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,ND,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
0,,2019-08-18,172.87753046383648,2624.2529296875,4124.1337890625,12.968974179441824,14.040041386858212,0.5877737448227331,0.5589116162592822,1.2417825183028695,0.6363161206245422,9.714012258312176,696.8636241778731,0.025157232704402517,2624.253022222547,0.3238993710691824,3075.2213969111444,0.5251572327044025
1,,2019-08-18,219.52638561320754,3013.61181640625,4754.9189453125,14.952575299724844,14.581586301428086,0.6499132894293207,1.2518508345992476,1.1922306084782823,0.6337882876396179,11.880530388501025,806.6777937069536,0.031446540880503145,3013.6117294039577,0.27358490566037735,3603.990750320442,0.4937106918238994
2,,2019-08-18,170.7956220518868,2424.23291015625,3861.62109375,12.143462558962264,6.101396474413465,1.2494473950804528,2.3184481400709887,1.21135121471477,0.6277759671211243,20.90629165455842,671.9459540106357,0.0660377358490566,2424.2327971267514,0.36792452830188677,2765.3735347449783,0.60062893081761
3,,2019-08-18,356.0594290487421,3986.285400390625,7552.94580078125,23.751401889249212,5.364013754887793,2.3369605771519666,0.5405080555837392,1.0398406982421875,0.5277789235115051,43.93240764909706,1073.3704906480389,0.05345911949685535,3986.285341076553,0.3238993710691824,4785.234981989861,0.4339622641509434
4,,2019-08-18,324.55630896226415,3854.532470703125,10084.5625,31.7124606918239,5.642528981426386,2.1481805997662993,0.40152996902149246,0.8241833380933078,0.3822211027145386,25.951291763411835,1158.0104526573793,0.059748427672955975,3854.5325731374323,0.41509433962264153,3502.235459589958,0.5817610062893082
5,,2019-08-18,377.949611831761,4027.693603515625,11041.775390625,34.72256412146226,5.87151877550153,2.157142579285654,0.469438590851438,0.7860694741303066,0.3647686541080475,29.715319540789594,1251.9580777011813,0.0660377358490566,4027.6937384363264,0.4308176100628931,3954.8696630477907,0.6132075471698113
6,,2019-08-18,208.02697523584905,3187.3515625,10041.0703125,31.575692806603772,8.419219254717783,1.190504465773669,0.5264437436238187,0.5144263693371659,0.3174314498901367,10.142856960010187,1221.954460734129,0.11320754716981132,3187.3515968620777,0.4559748427672956,1960.8954303741452,0.7955974842767296
7,,2019-08-18,274.26095715408803,3626.69921875,6853.974609375,21.55337927476415,7.858864969398164,1.4511910522422997,0.9304056242695005,0.911938745270735,0.5291380882263184,15.611387013933033,1170.4286310106518,0.04716981132075472,3626.699275728315,0.2672955974842767,2990.568105494976,0.5943396226415094
8,,2019-08-18,247.42256289308176,3585.89306640625,10540.2490234375,33.145437180621066,3.024863659788337,3.7279013399813032,0.5652859612428855,0.5572764558612175,0.3402095139026642,35.7242714597483,1367.0423284858466,0.1540880503144654,3585.89306601882,0.4339622641509434,2527.73103928566,0.6886792452830188
9,,2019-08-18,240.20189661949686,3432.71630859375,8699.4892578125,27.356884458529873,2.951148631417885,3.6577979360361743,0.5231433651311611,0.8158122128660574,0.39458826184272766,32.718466717137204,1195.471197815426,0.1320754716981132,3432.716048307717,0.4779874213836478,2449.268546366691,0.7295597484276729
10,,2019-08-18,312.8348319575472,3647.6103515625,10071.166015625,31.670333382468552,3.080044919882693,3.724125167659089,0.5963447426849942,0.6784504824464426,0.36218351125717163,46.56695053508962,1279.364069209993,0.16037735849056603,3647.6103961616755,0.5157232704402516,3008.782966947556,0.7264150943396226
11,,2019-08-18,207.83225235849056,3136.74609375,7522.177734375,23.654646963443398,15.295497651734104,0.644894442239248,0.46451436737437307,0.8717445997322131,0.4169997274875641,7.445634148781898,1075.2432277251035,0.018867924528301886,3136.7461574971676,0.36792452830188677,2481.1778498411177,0.6792452830188679
12,,2019-08-18,374.1947720125786,4644.7041015625,19609.048828125,61.663675560141506,20.305218781876913,0.719321859944642,0.5435259451273999,0.4174806606844536,0.2368653416633606,6.90095642102821,1998.9221237659456,0.18553459119496854,4644.703827470541,0.5283018867924528,2880.851005268097,0.7924528301886793
13,,2019-08-18,285.0540241745283,3686.79541015625,10349.32421875,32.545044713050316,10.894134116797007,1.0642145703417922,0.8571955254737367,0.8600722019027613,0.3562353849411011,7.379535257610206,1441.2580214515328,0.031446540880503145,3686.795594208408,0.3710691823899371,1848.5633003927767,0.7924528301886793
14,,2019-08-18,320.4745725235849,3776.74853515625,10571.923828125,33.245043484669814,7.548529943046582,1.5733616757468625,0.829862793440064,0.709444873737839,0.35724326968193054,17.317888128881766,1230.2691753447057,0.07547169811320754,3776.7485760105774,0.39622641509433965,3321.493003845215,0.6257861635220126
15,,2019-08-18,457.2658215408805,5084.900390625,15591.0712890625,49.02852606623428,7.351083018106086,2.175224080767793,0.46112648957695057,0.4463533125583481,0.3261418342590332,18.519526071089608,1867.2467777095735,0.18553459119496854,5084.900185465813,0.4088050314465409,3911.2737328529356,0.6289308176100629
16,,2019-08-18,363.7334414308176,3972.07568359375,9660.3623046875,30.378497813482703,15.847457019296158,0.7881898036542582,0.47197416850498747,0.9444507143032626,0.4111725389957428,7.214768957562224,1377.156075243652,0.050314465408805034,3972.0758129701135,0.3113207547169811,2882.5005338311194,0.6949685534591195
17,,2019-08-18,8.06203935731132,150.5008087158203,127.11699676513672,0.3997389835381658,3.723009220396974,0.12712108817517756,0.9607070287068685,1.993098037047956,1.1839550733566284,4.203638493701337,35.71142638394376,0.3836477987421384,150.50080255692592,0.8050314465408805,232.2689471595455,0.949685534591195
18,,2019-08-18,35.7034167403695,418.2793273925781,377.7060241699219,1.1877547929871757,4.840086811458687,0.2717603729168637,0.9558191299438477,1.9847431302820362,1.1074203252792358,9.47427241784758,88.61886476613581,0.279874213836478,418.2793162842281,0.8238993710691824,677.9180556215347,0.9056603773584906
19,,2019-08-18,2.867166579144556,113.32080078125,101.29899597167969,0.31855030179773486,4.083817685311119,0.08726019300999839,0.9875631928443909,1.9975459260760613,1.1186764240264893,3.0915127092707264,23.953679827949962,0.33647798742138363,113.32079303066712,0.9119496855345912,184.9169292431325,0.949685534591195
20,,2019-08-18,287.0772897012579,3532.59326171875,6737.7939453125,21.18803127456761,8.640245133458007,1.285702392732565,0.5049276912913603,0.918764702179147,0.5242952108383179,18.676512271177053,1111.1097130842509,0.0220125786163522,3532.5935440398753,0.2893081761006289,3359.668111431599,0.60062893081761
21,,2019-08-18,232.67882763364778,3101.061767578125,6343.76171875,19.948936222484278,9.224030941856512,1.0572131236528957,0.48723105778769843,0.8866924549798546,0.488836407661438,12.32367939947428,1073.9944217152893,0.02830188679245283,3101.0619194991887,0.3113207547169811,2623.4620935320854,0.710691823899371
22,,2019-08-18,284.50906544811323,3716.778564453125,7978.22998046875,25.088773523486637,9.09289463617817,1.2853973761646784,0.45671581692165797,0.8062392900574882,0.46586504578590393,18.590586470993486,1237.6933384329081,0.025157232704402517,3716.778414335102,0.3113207547169811,3322.2236944198603,0.6729559748427673
23,,2019-08-18,628.2622838050314,5319.9052734375,7427.3642578125,23.35649137676887,9.347495537232234,1.7897052530831317,0.9743574064460385,1.0720562245111045,0.7162575125694275,32.52306847438195,1399.417348867655,0.025157232704402517,5319.905634650029,0.27044025157232704,6268.883524876834,0.5031446540880503
24,,2019-08-18,411.44627063679246,4146.943359375,6041.77685546875,18.99929828763758,9.736148153264196,1.3394108411959198,0.6698934211105597,1.1326756507345714,0.6863781213760376,20.41419742402734,1172.3634658448398,0.0220125786163522,4146.943263772526,0.2861635220125786,4275.574522049726,0.6037735849056604
25,,2019-08-18,449.8439465408805,4388.0029296875,5851.9052734375,18.40221784099843,9.7187586333305,1.4198059517494046,0.647983565529943,1.11972151462387,0.7498417496681213,34.8451908911547,1060.4995057899507,0.03773584905660377,4388.003079596907,0.25471698113207547,6056.24763777256,0.4088050314465409
26,,2019-08-18,517.0908510220125,5220.7275390625,13399.8916015625,42.138023904284594,10.824541503740225,1.5166815326669512,0.44683017469432257,0.6404577771072868,0.389609694480896,19.054987000626262,1736.3262045800689,0.03459119496855346,5220.727327123284,0.21069182389937108,4623.512065982819,0.5094339622641509
27,,2019-08-18,293.78287146226415,3552.18994140625,8077.27880859375,25.40024782576651,3.7041978573401906,3.0156079807236087,0.4504474858355417,0.9411121104498329,0.43977558612823486,36.930262125975574,1158.3498802062124,0.0880503144654088,3552.1900003226474,0.41823899371069184,3137.6987456321717,0.6446540880503144
28,,2019-08-18,424.75869693396226,4643.02880859375,8621.8779296875,27.11282367826258,3.218376774481469,4.536671914751846,0.6121470553815858,1.0154500517455287,0.5385171175003052,73.61106492702194,1346.320665567799,0.09748427672955975,4643.028689686209,0.3238993710691824,4889.992820930482,0.4968553459119497
29,,2019-08-18,248.33294025157232,3341.220703125,7307.2724609375,22.97884421678459,2.7867716789569874,3.7703064885074666,0.4864417698072351,0.9450620255380306,0.45724594593048096,42.844838114340455,1133.5018005747347,0.11635220125786164,3341.220777992159,0.41509433962264153,2803.3083597779273,0.6666666666666666
30,,2019-08-18,826.0361635220125,6133.76318359375,18882.099609375,59.37767172759434,13.34258516448487,1.4456391495826957,0.4089365197508127,0.5373596095439023,0.32484540343284607,17.652679537470753,2045.393833988905,0.0440251572327044,6133.763338476419,0.3113207547169811,5519.5970744133,0.60062893081761
31,,2019-08-18,531.784001572327,4785.36328125,13196.396484375,41.49810215212264,13.698581211747705,1.0985307144278171,0.6132661068078243,0.7387718344634434,0.3626265227794647,11.432189833105946,1657.746193998307,0.05345911949685535,4785.363228407688,0.31446540880503143,3888.1387057304382,0.6635220125786163
32,,2019-08-18,625.8101906446541,5480.74853515625,12312.759765625,38.719370332154085,10.35872285149609,1.6638207753734475,0.42483030682871775,0.8354663968835987,0.44512754678726196,20.73923685016461,1741.357729873061,0.02830188679245283,5480.748548708856,0.2672955974842767,5170.178975701332,0.550314465408805
